39.0 APEX_CODE,DEBUG;APEX_PROFILING,NONE;CALLOUT,NONE;DB,NONE;SYSTEM,NONE;VALIDATION,NONE;VISUALFORCE,NONE;WAVE,NONE;WORKFLOW,NONE
06:10:45.0 (699619)|USER_INFO|[EXTERNAL]|005410000028GkS|candidate@829258advdev.com.devbox|Pacific Standard Time|GMT-08:00
06:10:45.0 (737277)|EXECUTION_STARTED
06:10:45.0 (741447)|CODE_UNIT_STARTED|[EXTERNAL]|01p11000000Fz9e|BookListControllerTest.TestMethodOne
06:10:49.792 (4792828571)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:49.792 (5067397020)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:49.792 (5222915492)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:49.792 (5348850758)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:51.227 (6227676288)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:51.227 (6483226276)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:51.227 (6822541558)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:51.227 (7117583007)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:52.469 (7469891245)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:52.469 (7720514451)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:52.469 (8137361367)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:53.480 (8480633828)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:53.480 (8867645316)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:53.480 (9164018599)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:54.576 (9576368056)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:54.576 (9849596000)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:54.576 (10196398965)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:54.576 (10459650288)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:55.816 (10816423766)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:55.816 (11127532081)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:55.816 (11500767237)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:55.816 (11787714643)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:57.230 (12230049690)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:57.230 (12507515923)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:57.230 (12877266868)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:57.230 (13167570534)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:58.580 (13580672847)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:58.580 (13825137144)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:58.580 (14268862380)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:59.594 (14594415598)|CODE_UNIT_FINISHED|Workflow:Product2
06:10:59.594 (14967290441)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:10:59.594 (15290280897)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:00.655 (15655232805)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:00.655 (15933952975)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:00.655 (16347245168)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:00.655 (16629263902)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:02.152 (17152976268)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:02.152 (17509589358)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:02.152 (17992926764)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:03.343 (18343901258)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:03.343 (18931251130)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:04.393 (19393207950)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:04.393 (19814777533)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:04.393 (20187122055)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:05.604 (20604525648)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:05.604 (20887896025)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:05.604 (21333852044)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:05.604 (21601796561)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:07.10 (22010443101)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:07.10 (22324327708)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:07.10 (22777968011)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:08.106 (23106245757)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:08.106 (23516083027)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:08.106 (23843097810)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:09.378 (24378083327)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:09.378 (24655744272)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:09.378 (25092947146)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:10.394 (25394699517)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:10.394 (25789640970)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:10.394 (26113503174)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:11.483 (26483045646)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:11.483 (26769505585)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:11.483 (27197024724)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:11.483 (27467724280)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:12.828 (27828190489)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:12.828 (28157647905)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:12.828 (28572330731)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:13.841 (28841247448)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:13.841 (29199634584)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:13.841 (29515721351)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:14.991 (29991575709)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:14.991 (30288384061)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:14.991 (30725119535)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:16.16 (31016104166)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:16.16 (31454525175)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:16.16 (31706965847)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:17.118 (32118202319)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:17.118 (32434712597)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:17.118 (32583413777)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Product2
06:11:17.118 (32709220492)|CODE_UNIT_FINISHED|Workflow:Product2
06:11:18.132 (33132551035)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_40
06:11:18.132 (33132680114)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_59
06:11:18.132 (33132819586)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_42
06:11:18.132 (33132920528)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_43
06:11:18.132 (33133020369)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_44
06:11:18.132 (33133118359)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_45
06:11:18.132 (33133215576)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_46
06:11:18.132 (33133324359)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_47
06:11:18.132 (33133425732)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_48
06:11:18.132 (33133522913)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_49
06:11:18.132 (33133651467)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_50
06:11:18.132 (33133750857)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_51
06:11:18.132 (33133847903)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_52
06:11:18.132 (33133944342)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_53
06:11:18.132 (33134040107)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_54
06:11:18.132 (33134138120)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_55
06:11:18.132 (33134235313)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_56
06:11:18.132 (33134331037)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_57
06:11:18.132 (33134432142)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_58
06:11:18.132 (33134528968)|USER_DEBUG|[42]|DEBUG|MapBookSellerBooks**1**Book_41
06:11:18.132 (33255368049)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Contact
06:11:18.132 (33294628406)|CODE_UNIT_FINISHED|Workflow:Contact
06:11:18.132 (33348827286)|USER_DEBUG|[94]|DEBUG|Test dataBook_Order__c:{Id=a001100000DomqGAAR, Name=order_2, Contact__c=0031100001G0Ht7AAF}
06:11:18.132 (33348951988)|EXCEPTION_THROWN|[100]|System.NullPointerException: Attempt to de-reference a null object
06:11:18.132 (33349069472)|FATAL_ERROR|System.NullPointerException: Attempt to de-reference a null object

Class.BookListControllerTest.TestMethodOne: line 100, column 1
06:11:18.132 (33349084768)|FATAL_ERROR|System.NullPointerException: Attempt to de-reference a null object

Class.BookListControllerTest.TestMethodOne: line 100, column 1
06:11:18.132 (33349100005)|CODE_UNIT_FINISHED|BookListControllerTest.TestMethodOne
06:11:18.132 (33350711888)|EXECUTION_FINISHED
